"CDR017-DIL"	"CDR025"	"CDR021"	"CDR029-DIL"	"CDR022"	"CDR018"	"CDR026-DIL"	"CDR030-DIL"	"CDR031-DIL"	"CDR023"	"CDR027-DIL"	"CDR019"	"CDR020"	"CDR028-DIL"	"CDR032-DIL"	"CDR024"
"ILMN_2684316"	2298.219375	2419.044875	2397.5846875	2326.696375	2037.7841875	2156.0881875	2351.9936875	2156.0881875	2131.9665625	1996.4461875	1848.3731875	1942.72875	2257.0226875	2143.321	1888.1185	2307.1325625
"ILMN_2928546"	109.32317	130.687	119.47717	114.759903125	120.36306375	138.21653125	134.76488125	99.6740125	121.038040625	119.049080625	127.02911875	103.46318125	117.781459375	121.038040625	118.895871875	115.769165
"ILMN_1254655"	151.33383125	128.50925625	163.199575	128.828875	104.50205625	135.65203125	112.661195	161.38310625	155.0447625	129.0632875	129.78790625	138.92543125	138.008725	114.519616875	145.32650625	131.32893125
"ILMN_2594718"	1025.69451875	1021.19769375	1019.45725	880.193475	840.94576875	1019.45725	1066.484275	902.49790625	881.9683375	1002.75813125	1006.665825	1057.7247375	1065.42258125	1122.51450625	842.65825625	1034.744375
"ILMN_2677379"	405.60605	366.49619375	338.3907375	415.21165	363.8904875	389.96106875	339.56315	403.2991625	392.823775	308.48215625	398.5803	373.94896875	362.01008125	477.97405	403.995675	345.13335625
"ILMN_2470211"	2694.47525	2848.6610625	3092.9448125	2963.7581875	2596.2788125	2870.92275	2571.0975625	3000.8996875	2571.0975625	2769.66575	2530.746875	2774.7251875	2632.1885625	2604.7236875	2820.26425	2652.4690625
"ILMN_2604494"	2307.1325625	2975.2386875	2298.219375	2320.1279375	1954.6638125	2449.2735	2121.21575	2622.859	1978.1365625	2005.5525	2234.2729375	2643.4425625	2694.47525	1759.7298125	1689.5823125	2171.8863125
"ILMN_3018758"	387.0865375	369.1381875	368.43214375	291.89965625	434.9839375	328.41909375	412.7310125	309.26810625	297.30966875	373.01043125	306.9101625	334.27824375	361.00974375	255.9441	315.0040625	377.50275
"ILMN_1235236"	173.50943125	195.266375	206.9719125	215.1386875	285.3097	229.15575	159.95944375	195.033675	210.98958125	208.47411875	160.689325	185.64744375	190.22409375	180.28326875	200.00329375	191.55674375
"ILMN_1248637"	4525.572625	4196.1819375	5940.348375	5961.891125	6855.364875	4263.3563125	4018.864125	6171.221125	5759.0909375	6342.0953125	4660.97675	4284.1685	4660.97675	4481.4420625	7270.735125	5940.348375
"ILMN_1229994"	187.68529375	218.76556875	193.32550625	188.21785	181.69739375	191.2531125	206.1664375	206.1664375	176.98390625	157.780425	207.78935625	184.21155625	165.90945	206.3783375	186.3846	254.3594625
"ILMN_2945806"	6070.3778125	5976.3928125	5221.5439375	6342.0953125	5629.1055625	6104.55375	6647.067375	5870.1899375	6236.4964375	5467.160625	6171.221125	5961.891125	6727.555125	6968.1931875	5976.3928125	5692.1988125
"ILMN_2599402"	155.31824375	175.4175125	184.0199125	186.8077875	161.38310625	161.6557375	176.72011875	167.6268	203.9657	176.98390625	189.2341875	173.331925	182.50580625	183.6539875	202.0656125	175.2189875
"ILMN_2811282"	3592.203	3761.6344375	4057.5128125	4509.5985	3971.424	3689.8781875	3504.5091875	4184.292125	3641.564875	4329.56275	3355.044375	3157.82725	3376.598125	3570.484	3717.0436875	3641.564875
"ILMN_1220219"	113.245743125	119.410975625	106.23135875	105.886118125	107.317250625	114.759903125	142.63666875	111.182769375	119.049080625	106.868504375	136.47251875	109.53201125	119.962841875	119.678591875	108.952065625	121.038040625
"ILMN_2611284"	878.64673125	817.801725	889.63791875	1051.48546875	1187.5914125	973.3330625	939.3375875	991.32246875	860.44346875	857.9393875	949.86641875	737.69863125	930.89540625	919.514075	965.145725	883.65711875
"ILMN_1221028"	408.43295	422.21536875	454.0346625	412.7310125	291.48475625	475.6449375	440.57100625	503.27005	387.69995	323.38513125	526.2657625	525.39425	355.08400625	606.53379375	411.09823125	327.44896875
"ILMN_2845214"	1703.68025	1735.9781875	1614.103125	1476.3991875	1642.4338125	1454.208375	1600.6579375	1564.0580625	1368.5311375	1604.0029375	1447.23975	1579.0143125	1515.857125	1372.5138375	1241.2302375	1368.5311375
"ILMN_1234100"	1414.65498125	1450.733125	1521.7818125	1473.8015	1564.0580625	1642.4338125	1538.1780625	1379.22678125	1492.7625625	1473.8015	1423.1983	1304.7353875	1496.196	1473.8015	1489.91625	1466.9484375
"ILMN_2684413"	499.14721875	418.16853125	557.11449375	496.77698125	496.77698125	503.27005	535.09910625	667.36076875	547.97866875	562.2842875	489.8874375	481.49545	541.29603125	549.01715	581.520725	551.69400625
"ILMN_1255593"	136.962925	128.1725625	142.2047875	161.87209375	132.9495375	121.038040625	139.16985625	138.92543125	128.828875	112.155236875	121.187354375	107.57824875	115.03429375	127.19445625	134.67113125	130.163025
"ILMN_2742075"	261.96716875	202.6189	205.56551875	222.038525	240.3386375	248.757825	216.396825	235.85149375	301.33534375	230.4782	212.23993125	255.05139375	279.93808125	216.06554375	219.19603125	298.77138125
"ILMN_1251000"	208.47411875	217.5666375	189.44370625	141.16549375	217.88810625	272.51606875	218.03983125	170.3074625	154.49708125	206.3783375	215.8771	217.1999875	210.98958125	273.89105	196.55869375	167.971225
"ILMN_2646836"	122.041805	142.39375625	163.5052	158.5095	141.89300625	127.1348125	126.95595625	156.14435	185.01788125	128.0855	161.6557375	141.16549375	134.99883125	175.2189875	169.89706875	131.67475625
"ILMN_2927093"	167.6268	181.216275	162.89061875	145.32650625	157.780425	165.0873625	186.8077875	183.50855	155.5926	167.6268	133.0356125	157.0202875	145.60788125	160.2796375	177.81759375	179.26236875
"ILMN_1250815"	645.7627375	713.32231875	712.3174375	782.1714875	492.3706875	611.1523875	728.1685	761.1760375	697.27805	672.267575	833.0252375	713.32231875	634.87020625	674.4546125	705.44735	595.24604375
"ILMN_2759365"	161.52003125	290.3903875	277.80234375	302.70740625	276.9074	195.266375	343.45846875	224.39835625	360.3740125	163.199575	255.46186875	295.1378875	298.77138125	310.0308	224.00816875	267.99361875
"ILMN_2625747"	115.0820325	91.981948125	135.55080625	89.314830625	101.675374375	115.0820325	118.463333125	129.706825	101.095214375	121.32941375	106.743684375	119.962841875	121.74511	86.090654375	92.737648125	135.7785
"ILMN_2923736"	9707.5885625	9476.6655625	9919.991875	10866.6616875	8694.137125	9919.991875	9242.3531875	9996.8758125	9851.9831875	9411.417625	9476.6655625	9851.9831875	9851.9831875	9707.5885625	9634.4703125	9341.1164375
"ILMN_2730701"	143.20936875	147.0498625	144.8410875	162.18905	149.66449375	138.44350625	155.449375	144.8410875	121.32941375	130.163025	123.42936875	163.0377875	159.33245625	147.73970625	125.3832875	143.03445625
"ILMN_2704900"	274.32005625	201.91080625	226.7564125	198.547275	216.89880625	237.49956875	239.02059375	141.64474375	206.6755125	210.38860625	236.0931375	180.06810625	265.26173125	271.19184375	190.77165625	218.5077625
"ILMN_1230991"	53417.111875	53417.111875	53417.111875	53417.111875	55841.854375	54534.586875	55841.854375	51314.751875	53417.111875	49359.5525	53417.111875	50202.659375	53417.111875	55841.854375	51314.751875	53417.111875
"ILMN_2799667"	2897.9965625	2963.7581875	2604.7236875	2403.4069375	2774.7251875	2848.6610625	3223.1130625	2257.0226875	2234.2729375	2632.1885625	2963.7581875	2806.4708125	2881.872	3011.326	2156.0881875	2612.8326875
"ILMN_2709220"	111.182769375	128.2415125	121.609944375	119.132248125	110.989398125	116.53339	105.05570125	108.51569	103.240440625	110.121068125	105.939154375	108.82835625	114.626178125	139.16985625	110.07668875	107.541985625
"ILMN_2823778"	543.29290625	487.16971875	476.6070375	473.1048125	460.81968125	559.972125	557.81445	445.02795625	411.09823125	533.80309375	470.75806875	581.520725	494.2821125	465.7315	405.60605	497.64855625
"ILMN_2716511"	745.105725	846.8575875	732.0972	684.82855	629.4848125	821.10241875	817.801725	788.97224375	737.69863125	772.66655	892.294325	755.15470625	896.0754375	806.4187375	751.81828125	719.6996875
"ILMN_2722996"	2024.9080625	1981.8438125	2009.3550625	2047.8650625	1837.6320625	2019.7389375	1714.0495	2201.8675	2221.8096875	2121.21575	2058.795625	2212.8055625	1990.8844375	1974.8148125	2121.21575	2053.6634375
"ILMN_1212693"	174.78278125	207.52989375	176.181475	172.04693125	167.7258875	206.3783375	174.78278125	139.0266875	141.9934625	173.10009375	202.41794375	187.68529375	186.3846	177.93381875	167.21568125	158.6427125
"ILMN_2603944"	112.317995625	130.521475	98.664038125	125.5734875	122.48455375	101.28486	120.806823125	124.5499125	113.61221375	106.05186	131.1132	125.43523125	140.87429375	150.670525	131.67475625	108.198420625
"ILMN_3007072"	1907.811375	2024.9080625	1484.3771875	1551.9520625	1403.58475	1743.7135625	2196.0135625	1714.0495	1714.0495	1837.6320625	2121.21575	2086.194375	2030.9143125	2247.904	1986.3850625	1965.35575
"ILMN_1243565"	382.17024375	494.2821125	435.834525	437.0566375	418.16853125	468.37495	446.16639375	469.59958125	470.75806875	451.83651875	407.8695125	403.2991625	458.371125	415.93375	402.65084375	440.57100625
"ILMN_1249347"	3022.433	2954.2486875	2860.027625	2745.1315	3641.564875	3184.133125	3138.9763125	2830.4230625	2830.4230625	2905.4775625	3641.564875	2578.4308125	3223.1130625	3257.916625	2939.164	2753.712625
"ILMN_2469689"	14914.08875	15307.384375	15307.384375	16930.825625	16238.831875	15307.384375	14914.08875	17159.43125	15979.311875	15695.20125	16238.831875	14054.9125	14914.08875	16930.825625	15979.311875	13227.98075
"ILMN_2681123"	2053.6634375	2126.632875	2012.379375	2135.226	1579.0143125	2108.0608125	2058.795625	2068.3038125	2457.5384375	1750.411125	2457.5384375	2335.053625	2457.5384375	2539.3050625	2126.632875	2041.892875
"ILMN_2760116"	587.9336625	559.972125	596.62425	749.0249625	615.2714	557.81445	632.37939375	620.891925	597.533325	531.230875	725.58033125	527.47725625	586.84064375	654.0427875	733.38693125	512.9307
"ILMN_2941712"	231.08860625	203.9657	209.23476875	91.844224375	101.5882825	116.281031875	313.1452875	100.44169875	112.2738675	271.19184375	194.7649125	112.112336875	147.8378375	211.39331875	99.155635	102.17657625
"ILMN_1252302"	218.03983125	210.14479375	172.9019375	181.97333125	200.20255	208.02456875	217.1999875	175.4175125	175.63280625	187.0273375	215.56548125	202.0656125	186.08764375	228.7813125	176.72011875	187.90775625
"ILMN_2479666"	192.93326875	205.11699375	228.7813125	195.266375	248.45408125	185.29563125	220.038525	167.85546875	209.41605	209.5528	178.79310625	198.96059375	185.01788125	198.96059375	184.80265625	232.32425
"ILMN_3135640"	355.4992	445.57879375	315.5518	369.70091875	323.89803125	336.9879	362.6717625	392.823775	388.80188125	343.8497625	469.59958125	327.44896875	338.76325625	458.371125	347.828125	332.0641125
"ILMN_1212637"	1912.0780625	1907.811375	2086.194375	1784.588125	1930.90675	1892.5151875	1918.411125	1810.9780625	1788.93925	1650.7585625	1567.444875	2058.795625	1845.3978125	1978.1365625	1567.444875	1793.8011875
"ILMN_1244187"	133.1180375	128.91345	155.0447625	149.3810625	174.9730875	124.71610625	140.15368125	149.891775	174.0266375	175.86330625	116.374275625	139.47990625	119.258371875	115.0820325	149.3810625	121.4468775
"ILMN_1217235"	535.09910625	578.3163125	620.891925	556.1016375	663.88220625	559.35565	608.9572375	613.168375	572.6268875	665.067375	465.7315	667.36076875	633.13253125	570.0914375	545.83179375	823.196525
"ILMN_3161863"	4963.7245625	5221.5439375	4827.2788125	4263.3563125	4802.5539375	4815.6868125	5302.233375	4410.498	4211.9351875	4660.97675	5439.2455625	5302.233375	5165.24225	4903.756875	4497.6451875	4644.094375
"ILMN_2951120"	656.95353125	623.40634375	678.37416875	757.94825	857.9393875	638.77823125	674.4546125	694.080375	678.37416875	730.87966875	665.067375	551.69400625	641.51358125	671.1455375	638.77823125	665.067375
"ILMN_2647864"	429.7070875	389.96106875	529.0310875	499.82038125	419.03473125	455.92690625	404.3538625	486.141225	404.3538625	429.7070875	411.09823125	455.24595	374.72365625	472.2418125	345.73890625	401.701125
"ILMN_1247947"	1101.89566875	1017.28779375	1175.508475	1207.25243125	1241.2302375	1232.70406875	1152.54508125	1395.17205625	1332.5339375	1034.744375	1068.53679375	1097.9198625	1011.6080875	1133.97130625	1332.5339375	1407.1428125
"ILMN_1217055"	504.2649625	468.8555625	477.1828875	549.01715	469.59958125	563.24843125	486.141225	537.376675	549.01715	544.499525	545.23164375	533.80309375	536.32833125	558.59181875	514.86553125	506.81335
"ILMN_2612178"	162.34585625	168.21001875	138.30355625	145.2058125	150.5536	157.35806875	163.9731375	144.95715	165.0873625	189.67269375	193.889125	168.10781875	173.331925	170.8602	164.1664375	147.4711625
"ILMN_1222803"	13782.1475	13512.149875	12905.463875	12257.3841875	11702.7398125	13512.149875	13227.98075	12598.432	11549.9123125	12257.3841875	11107.216375	11229.8425625	12144.330125	11417.7955	11417.7955	11702.7398125
"ILMN_2615204"	159.47410625	124.1770625	120.723591875	130.9598875	126.8723375	109.181959375	125.3125625	132.1243	138.21653125	128.91345	125.5734875	125.50650625	110.615625	99.604198125	110.434755625	114.9774775
"ILMN_2622200"	124.03685	128.0855	125.07099375	122.836299375	125.81295	121.4468775	133.551975	125.22706875	121.74511	131.9933	123.8357625	124.09690625	112.37176625	126.6206125	124.39045	125.5734875
"ILMN_2667665"	171.31930625	177.1328875	168.21001875	158.6427125	178.2978625	175.4175125	151.72783125	175.74069375	200.00329375	191.55674375	181.08073125	203.48208125	227.5760875	181.97333125	214.19265625	194.0791625
"ILMN_2681670"	1223.51951875	1327.70689375	1141.8779125	1107.117925	1294.6242625	1190.5667125	1332.5339375	1073.21324375	1304.7353875	1257.5928375	1220.40865625	1262.1648125	1254.81499375	1201.641325	1094.3314625	1244.014025
"ILMN_2417813"	146.17304375	131.05354375	151.07325	150.13300625	148.5499875	130.163025	152.1685125	154.0920125	109.24782625	159.2275875	143.03445625	126.56675	125.22706875	149.891775	145.2058125	170.5135875
"ILMN_2718217"	1689.5823125	1564.0580625	1492.7625625	1425.6426	1337.31078125	1148.41759375	1859.1211875	1487.1578125	1588.315875	1610.2545	1728.480625	1864.2593125	1638.9209375	1728.480625	1622.261125	1815.2065
"ILMN_2608016"	108.910724375	133.551975	135.30385625	124.2771375	125.5734875	106.61749875	105.939154375	129.146175	113.973424375	103.016913125	118.817273125	114.519616875	86.11386375	104.545179375	104.123636875	151.57690625
"ILMN_2707099"	351.88310625	292.95870625	226.49891875	258.570275	357.8680375	278.8141375	315.0040625	244.98863125	292.27215625	261.96716875	231.4667875	312.41129375	371.3612875	254.3594625	236.59223125	275.63080625
"ILMN_2713566"	129.38451875	123.0344625	127.48780625	129.0632875	137.95165625	124.880725	114.9774775	133.6826375	121.187354375	148.9550375	106.391029375	135.088225	120.443336875	124.880725	141.0794875	139.47990625
"ILMN_2670022"	8779.1444375	8779.1444375	8926.6276875	9476.6655625	8106.2630625	9127.8018125	8694.137125	9851.9831875	10233.6496875	9341.1164375	10328.3345	10328.3345	9242.3531875	9851.9831875	9707.5885625	9476.6655625
"ILMN_3109989"	1832.6985625	1819.44875	1848.3731875	1912.0780625	1700.737	1841.314625	2113.181875	1786.2441875	1950.829875	1845.3978125	2326.696375	1815.2065	1923.6328125	2419.044875	1996.4461875	1622.261125
"ILMN_1250947"	1042.93950625	1002.75813125	1057.7247375	1094.3314625	1148.41759375	1101.89566875	1044.93379375	969.0447875	998.5776	1212.0012625	1055.7291875	1059.4824	1207.25243125	929.457175	1059.4824	1356.46480625
"ILMN_2981169"	402.188375	306.344175	535.09910625	637.75715	330.838175	361.00974375	265.26173125	642.58028125	586.84064375	456.75800625	367.03693125	379.37874375	367.03693125	299.1923875	483.4161625	603.9055375
"ILMN_2708404"	155.77185	147.32640625	135.088225	157.5716375	109.956400625	138.8572	141.89300625	170.74503125	168.21001875	142.2047875	168.55941875	195.8833125	135.30385625	177.1328875	189.67269375	119.9036625
"ILMN_2878501"	1585.092625	1672.5166875	1610.2545	1407.1428125	1786.2441875	1646.3021875	1750.411125	1489.91625	1334.26013125	1717.317	1309.72263125	1573.1156875	1750.411125	1267.45695	1407.1428125	1770.1755625
"ILMN_2653132"	138.36523125	135.7785	161.87209375	180.47830625	148.9550375	164.38221875	133.6826375	234.207375	170.3074625	138.12269375	142.63666875	178.09030625	169.71926875	129.59349375	152.85319375	175.4175125
"ILMN_2860196"	5511.0620625	5052.4953125	4963.7245625	3592.203	5221.5439375	5388.43575	5255.2175625	3474.347375	3257.916625	4827.2788125	3606.001375	5111.885375	4802.5539375	3504.5091875	3184.133125	5052.4953125
"ILMN_2776391"	487.57464375	438.04120625	440.57100625	402.65084375	435.834525	477.1828875	424.1533625	362.6717625	370.123525	418.16853125	371.3612875	475.6449375	489.8874375	434.9839375	437.0566375	392.823775
"ILMN_2832886"	1212.0012625	1187.5914125	1297.6281875	1167.28355625	1414.65498125	1476.3991875	1299.87600625	1021.19769375	942.4358	1137.99463125	1178.5776375	1362.5261875	1247.02886875	1187.5914125	1049.28848125	1389.81748125
"ILMN_2480543"	246.78915	241.65163125	200.6183125	198.73231875	203.702475	255.05139375	229.4774375	251.04778125	252.52429375	218.76556875	234.207375	248.23236875	239.3341875	202.41794375	206.6755125	204.43015625
"ILMN_2962095"	131.4682625	158.6427125	151.72783125	119.597619375	162.5495875	147.58731875	183.78215	141.23803125	152.5959	133.88411875	116.956725625	135.4313875	157.19071875	146.94141875	93.230830625	161.87209375
"ILMN_2649199"	373.94896875	337.66519375	399.171825	329.042275	378.659225	444.1658375	365.11431875	365.11431875	305.754	369.70091875	319.89038125	354.38714375	248.757825	359.22351875	318.109875	325.81138125
"ILMN_2749937"	189.67269375	221.2629	204.43015625	211.39331875	170.5135875	185.64744375	226.7564125	191.68650625	215.8771	171.71246875	217.1999875	190.9382	228.32488125	203.702475	200.41200625	212.9268875
"ILMN_2624574"	212.63359375	254.0396375	213.95326875	201.384175	233.50710625	216.89880625	189.67269375	218.5077625	222.7305625	216.89880625	224.7270125	243.53925	193.889125	232.32425	208.47411875	214.7207125
"ILMN_3040050"	142.2047875	147.58731875	119.526839375	230.75024375	109.448351875	117.928773125	112.212380625	235.36209375	267.10499375	124.1770625	246.373825	121.82444375	141.89300625	379.37874375	254.3594625	91.844224375
"ILMN_2783438"	152.08765625	163.0377875	158.34716875	143.79604375	143.79604375	151.72783125	189.05531875	169.89706875	190.9382	145.60788125	153.0431375	158.95440625	176.04131875	188.48300625	174.5963125	177.1328875
"ILMN_2656871"	229.4774375	213.62794375	267.99361875	264.0501	288.1842625	261.7837	254.66668125	276.59641875	285.3097	320.40240625	255.05139375	250.5628875	301.791225	239.3341875	277.37116875	305.754
"ILMN_2837671"	5759.0909375	5904.2951875	5780.5316875	5759.0909375	5511.0620625	5467.160625	5759.0909375	5997.2966875	6264.5653125	5780.5316875	6137.915875	6026.508125	6171.221125	5904.2951875	6026.508125	5870.1899375
"ILMN_2531520"	115.22513	136.77183125	144.29364375	111.480181875	114.9774775	140.15368125	124.2771375	118.08860125	119.3747775	129.869125	131.05354375	155.97575625	134.67113125	113.168371875	122.422821875	117.539965
"ILMN_2691298"	4348.521875	4149.670375	4329.56275	3641.564875	4721.5948125	4546.2218125	4464.102125	3641.564875	3504.5091875	4196.1819375	3658.64	3474.347375	3986.3741875	3111.48175	3761.6344375	4110.40575
"ILMN_1227573"	85.614980625	120.806823125	112.910479375	137.0724	123.0344625	109.572108125	114.19895125	110.334816875	138.30355625	103.67389375	124.7903375	94.57983375	109.0306625	102.21996125	123.7369125	115.03429375
"ILMN_1259910"	127.9809375	121.13144	127.1348125	126.56675	136.8528875	111.23477	122.556155	116.216315625	105.583966875	124.5499125	144.08296875	115.908639375	121.187354375	117.314070625	120.60014375	147.2383625
"ILMN_1230648"	394.717725	420.26523125	448.5433	499.14721875	391.5127125	505.1931375	390.7376625	347.07859375	568.56460625	470.75806875	475.6449375	579.6455125	446.66339375	513.946825	477.1828875	470.75806875
"ILMN_1239808"	422.21536875	428.55265	485.3296375	478.53583125	446.66339375	481.49545	422.21536875	579.6455125	536.32833125	411.09823125	369.70091875	449.88478125	412.0013125	448.5433	511.78436875	492.3706875
"ILMN_2679662"	455.92690625	529.68584375	509.06599375	420.26523125	472.2418125	488.29579375	549.01715	470.75806875	431.36116875	493.2716375	447.17221875	478.53583125	487.16971875	531.76878125	444.1658375	431.36116875
"ILMN_2740523"	6801.3855625	6801.3855625	6686.988875	7089.6139375	5808.802375	6171.221125	6195.0173125	6727.555125	7327.2480625	5808.802375	7270.735125	7089.6139375	6070.3778125	6914.2179375	6914.2179375	6380.8806875
"ILMN_3141830"	1434.38813125	1533.6221875	1487.1578125	1684.494125	1877.081	1461.95625	1513.508375	1663.085625	1579.0143125	1525.7393125	1430.524725	1291.3852	1450.733125	1414.65498125	1642.4338125	1500.3675
"ILMN_1249767"	2520.55575	2769.66575	2788.4771875	2870.92275	2335.053625	2429.302375	2520.55575	2905.4775625	3000.8996875	2596.2788125	2830.4230625	2440.3715	2596.2788125	2925.173125	2733.493625	3274.129375
"ILMN_2901284"	3735.0006875	3570.484	4110.40575	3606.001375	3606.001375	3446.35375	4166.1419375	3784.0095625	3914.8439375	3504.5091875	4311.7819375	3674.0265	3641.564875	3735.0006875	3816.9488125	3355.044375
"ILMN_1228122"	113.740800625	119.303815	141.56990625	161.52003125	119.258371875	144.58245	123.30153125	143.91414375	138.44350625	129.706825	141.56990625	144.29364375	108.042913125	160.80866875	133.26310625	139.16985625
"ILMN_2621122"	151.85443125	137.380375	163.3473875	184.0199125	150.670525	148.71078125	148.5499875	151.72783125	160.689325	176.04131875	154.7416125	170.11555	148.0238375	146.78883125	161.52003125	131.9933
"ILMN_2722778"	131.67475625	107.199921875	115.399041875	128.59514375	117.01721	131.22424375	124.71610625	118.74348125	134.54766875	132.55071875	115.03429375	110.184551875	113.80007	111.88080625	113.80007	134.99883125
"ILMN_2658619"	10520.1920625	10999.021375	9411.417625	10636.76225	10108.232125	10108.232125	10520.1920625	11702.7398125	11417.7955	10999.021375	11549.9123125	10999.021375	10520.1920625	10741.634875	11333.667875	10999.021375
"ILMN_1259564"	1148.41759375	1150.8335125	1996.4461875	1800.0765625	1588.315875	1212.0012625	1327.70689375	1959.4888125	2925.173125	1585.092625	1634.0565	1034.744375	1425.6426	1356.46480625	1871.4763125	1788.93925
"ILMN_2813224"	137.13711875	113.168371875	116.594093125	126.08709375	115.22513	108.7704425	121.981016875	107.03467625	135.55080625	103.04772	121.4106625	119.049080625	124.3419625	133.0356125	114.687220625	105.99244875
"ILMN_3102376"	166.886325	163.8537	158.81268125	145.60788125	128.7490125	176.04131875	185.46065	159.2275875	215.1386875	140.569675	172.04693125	152.1685125	175.63280625	183.78215	172.04693125	181.216275
"ILMN_2596499"	613.168375	682.255475	794.0985	702.4893	790.625475	637.75715	595.24604375	632.37939375	638.77823125	556.1016375	587.9336625	619.35105625	669.0128875	656.95353125	655.18700625	693.2504375
"ILMN_2724585"	10741.634875	11333.667875	11549.9123125	13227.98075	9851.9831875	8926.6276875	11898.749	12144.330125	12257.3841875	9476.6655625	10520.1920625	9634.4703125	10328.3345	11898.749	11898.749	10741.634875
"ILMN_1225204"	1656.841875	1994.516375	1877.081	1994.516375	1950.829875	1634.0565	1689.5823125	2163.91	2343.763875	2163.91	1907.811375	1689.5823125	1663.085625	1994.516375	1942.72875	2499.3095
"ILMN_2752030"	3717.0436875	2612.8326875	2033.5118125	4464.102125	1622.261125	2320.1279375	3986.3741875	3092.9448125	4131.825625	2713.2745625	3717.0436875	3430.6870625	2163.91	4311.7819375	4230.6330625	1679.56925
"ILMN_2879755"	148.71078125	156.28130625	158.95440625	154.49708125	131.32893125	134.168025	147.58731875	177.1328875	154.2278375	144.58245	148.0238375	162.89061875	150.40661875	145.80188125	137.95165625	178.09030625
"ILMN_1221011"	1403.58475	1379.22678125	1564.0580625	1646.3021875	1304.7353875	1447.23975	1229.87048125	1329.955575	1434.38813125	1334.26013125	1347.68454375	1492.7625625	1309.72263125	1430.524725	1430.524725	1291.3852
"ILMN_2885293"	5601.7380625	6647.067375	5467.160625	6801.3855625	6171.221125	5808.802375	6070.3778125	6264.5653125	6137.915875	6104.55375	7144.03925	5759.0909375	6342.0953125	7030.3163125	6583.044125	5961.891125
"ILMN_2496682"	1249.76255	1329.955575	1356.46480625	1204.351475	1190.5667125	1175.508475	1389.81748125	1133.97130625	1152.54508125	1372.5138375	1257.5928375	1264.62216875	1232.70406875	1316.13915625	1277.0997	1297.6281875
"ILMN_2752624"	451.83651875	395.584925	456.3217125	422.91811875	563.24843125	482.4243375	357.8680375	401.701125	430.500075	490.7163125	365.11431875	402.188375	512.9307	366.49619375	397.503475	419.80293125
"ILMN_3004177"	177.35290625	181.08073125	174.78278125	162.68918125	204.43015625	168.814675	170.11555	141.042803125	151.44723125	133.1180375	159.2275875	197.32255625	206.6755125	172.71125	166.19759375	180.28326875
"ILMN_2511768"	1743.7135625	1656.841875	1375.80570625	1663.085625	1247.02886875	1551.9520625	1581.629375	1888.1185	1841.314625	1581.629375	1940.554875	1902.7024375	1800.0765625	1779.6200625	1823.57875	1579.0143125
"ILMN_3147944"	891.0882375	892.294325	932.919425	1137.99463125	909.752725	836.126975	1076.29941875	1057.7247375	1090.8254625	799.51641875	1163.37806875	1017.28779375	1004.91665625	1008.342275	1140.69938125	804.600525
"ILMN_2680086"	473.1048125	412.7310125	467.57603125	500.61184375	399.88875625	434.9839375	434.41009375	448.5433	441.26981875	489.14690625	519.98808125	504.2649625	491.70749375	480.671125	552.507475	439.61655625
"ILMN_2644950"	379.37874375	529.0310875	460.81968125	447.8066	429.134025	374.72365625	479.56318125	403.995675	418.16853125	413.4063	513.946825	400.92385	486.141225	333.0787875	465.7315	370.123525
"ILMN_1234740"	120.60014375	101.243325	118.389570625	122.48455375	123.98743125	127.57963125	109.572108125	118.538103125	125.6813625	124.961725	118.28397375	122.612728125	129.706825	106.18628375	113.4864775	115.663273125
"ILMN_2879486"	824.91725625	814.05561875	742.32358125	772.66655	732.0972	837.67531875	772.66655	784.28740625	706.49643125	764.1936375	751.81828125	648.5662125	840.94576875	784.28740625	691.605725	755.15470625
"ILMN_1245615"	184.80265625	198.96059375	172.195825	199.78315	168.814675	210.98958125	189.84823125	174.0266375	187.0273375	170.8602	184.80265625	169.09025625	208.6596125	172.195825	188.76459375	190.9382
"ILMN_2683613"	149.5526375	146.78883125	134.38233125	144.58245	151.07325	169.09025625	146.4106125	142.092025	130.420125	141.0794875	164.75054375	142.3031375	150.25769375	164.5973875	159.2275875	148.5499875
"ILMN_2667234"	181.08073125	185.01788125	164.38221875	186.3846	175.4175125	202.916875	181.97333125	195.5602375	200.6183125	195.266375	197.5331875	194.0791625	207.52989375	186.3846	201.91080625	192.764575
"ILMN_2835053"	273.471975	275.63080625	289.526425	251.04778125	254.66668125	303.9725375	249.20776875	233.88163125	200.91649375	253.3186375	243.53925	224.7270125	235.60181875	237.49956875	242.04568125	264.0501
"ILMN_2624782"	4246.4726875	4284.1685	5388.43575	5388.43575	4749.31925	3986.3741875	3641.564875	5467.160625	5089.416875	4963.7245625	4385.0890625	4546.2218125	3833.7701875	4770.8651875	4984.012625	4509.5985
"ILMN_2715558"	1646.3021875	1714.0495	1638.9209375	1622.261125	1592.4756875	1684.494125	1800.0765625	1829.31775	1945.8525625	1832.6985625	1595.44525	1841.314625	1610.2545	1595.44525	1728.480625	2005.5525
"ILMN_2800051"	155.0447625	176.589025	142.63666875	133.26310625	167.6268	183.09571875	144.29364375	134.38233125	156.38393125	149.3810625	122.767801875	154.2278375	144.67599375	166.19759375	175.63280625	142.78845
"ILMN_2974709"	194.7649125	175.2189875	279.5469375	260.0894625	273.471975	184.80265625	167.405175	226.7564125	201.384175	252.957	182.67915	188.21785	180.28326875	182.67915	217.5666375	231.9538
