"CDR017-DIL"	"CDR025"	"CDR021"	"CDR029-DIL"	"CDR022"	"CDR018"	"CDR026-DIL"	"CDR030-DIL"	"CDR031-DIL"	"CDR023"	"CDR027-DIL"	"CDR019"	"CDR020"	"CDR028-DIL"	"CDR032-DIL"	"CDR024"
"ILMN_2903926"	133.0356125	126.32869375	157.35806875	169.4873875	168.36945625	147.32640625	135.30385625	186.8077875	145.52283125	185.46065	120.36306375	156.883075	139.70715625	108.398111875	185.46065	231.08860625
"ILMN_2851888"	566.7454	518.85448125	506.10485625	508.03130625	569.1580375	598.945925	540.1172375	515.727475	562.2842875	528.24685	558.59181875	553.2442875	522.01415	570.9883625	582.45794375	499.14721875
"ILMN_1225406"	123.65413125	158.5095	146.78883125	119.3747775	120.677841875	163.3473875	161.52003125	133.61668125	111.69292625	156.28130625	142.2047875	155.1800125	126.70144375	176.98390625	127.36031875	138.92543125
"ILMN_2764549"	265.982575	246.05788125	275.1845625	260.8707625	260.8707625	268.980575	233.11426875	267.10499375	286.46931875	252.52429375	273.471975	289.77759375	292.95870625	240.3386375	272.51606875	227.927
"ILMN_2604501"	300.60161875	214.19265625	245.3036625	325.81138125	235.36209375	258.570275	234.8978375	260.8707625	324.2838125	237.49956875	306.344175	204.763175	273.471975	282.76045	308.05621875	245.3036625
"ILMN_2689083"	1229.87048125	1287.75158125	1127.3104875	1252.08729375	1131.78986875	1195.70209375	1238.8868	1167.28355625	1201.641325	1104.89761875	1307.7215875	1307.7215875	1201.641325	1190.5667125	1198.15410625	1212.0012625
"ILMN_2623712"	299.1923875	291.48475625	311.62548125	313.59493125	261.4119875	267.584125	295.1378875	363.40731875	352.3492	278.8141375	405.60605	287.16600625	279.5469375	373.01043125	321.7353875	257.36715
"ILMN_1254341"	355.08400625	313.1452875	388.24588125	276.9074	394.717725	302.70740625	298.77138125	437.0566375	272.51606875	378.659225	268.582675	395.584925	359.22351875	355.08400625	363.40731875	445.57879375
"ILMN_2876015"	1273.3701875	1942.72875	1430.524725	1297.6281875	1226.477875	1294.6242625	1892.5151875	1254.81499375	1395.17205625	1285.15585625	1806.7194375	1359.4382125	1307.7215875	1942.72875	1291.3852	1304.7353875
"ILMN_2435206"	8567.0879375	8048.8745625	7144.03925	7687.282375	8311.74425	8377.705125	8999.195	7557.074625	8567.0879375	8440.2223125	7497.242125	7687.282375	8694.137125	9061.523875	9127.8018125	7687.282375
"ILMN_2939367"	572.6268875	530.36348125	489.14690625	497.64855625	412.7310125	495.99933125	556.1016375	526.2657625	438.04120625	467.57603125	490.7163125	536.32833125	531.230875	457.28399375	379.37874375	531.230875
"ILMN_2473348"	2178.115875	2241.7920625	2234.2729375	2457.5384375	2277.6180625	2247.904	2005.5525	2267.8221875	2288.9506875	2108.0608125	2411.17325	2234.2729375	2196.0135625	2156.0881875	2307.1325625	2468.58425
"ILMN_1218058"	31724.13375	32378.909375	30120.170625	31724.13375	27361.68125	29346.109375	32378.909375	31724.13375	35179.78	28396.050625	35862.978125	34423.015	30120.170625	43537.565625	34423.015	30120.170625
"ILMN_1242829"	350.920375	411.09823125	422.21536875	387.69995	462.35756875	404.3538625	302.1388625	380.52584375	384.03631875	358.67744375	301.33534375	319.89038125	347.4489125	381.7972125	379.96375	343.45846875
"ILMN_2942000"	544.499525	558.59181875	621.8352375	512.9307	604.99025625	531.76878125	539.162925	569.1580375	422.91811875	508.03130625	454.54180625	447.8066	455.92690625	477.1828875	472.2418125	502.6989625
"ILMN_3104271"	2478.29375	2468.58425	2753.712625	2612.8326875	2358.3340625	2733.493625	2544.9805	2571.0975625	2512.950625	2449.2735	2419.044875	2397.5846875	2604.7236875	2385.0359375	2449.2735	2351.9936875
"ILMN_2644496"	382.86965625	524.34796875	470.75806875	488.29579375	494.2821125	465.7315	382.86965625	837.67531875	503.27005	338.3907375	340.15638125	559.35565	415.93375	410.174975	528.24685	602.34839375
"ILMN_2674378"	730.87966875	695.15014375	553.2442875	600.15066875	520.80995625	585.46083125	847.89654375	749.0249625	646.90693125	542.55135625	769.450125	730.87966875	600.15066875	696.08465	721.18961875	691.605725
"ILMN_1214092"	873.42145625	827.97091875	902.49790625	998.5776	839.8037625	934.21415	775.8581	951.77278125	905.75931875	939.3375875	922.7132625	985.636725	843.96545625	900.41231875	896.0754375	878.64673125
"ILMN_2918479"	10328.3345	10520.1920625	10328.3345	8168.944	13782.1475	8694.137125	10636.76225	9707.5885625	8509.2166875	11549.9123125	8926.6276875	9707.5885625	9996.8758125	8567.0879375	8859.771375	11549.9123125
"ILMN_2710611"	187.90775625	191.2531125	183.78215	176.04131875	190.77165625	176.181475	182.67915	223.14201875	174.78278125	181.97333125	160.15115	163.5052	189.2341875	230.1704375	154.49708125	161.6557375
"ILMN_2692341"	172.04693125	184.80265625	204.1915875	229.15575	189.2341875	194.0791625	171.84215625	219.61236875	219.61236875	210.803275	190.9382	180.47830625	191.9310375	178.2978625	209.5528	188.21785
"ILMN_2621319"	182.1137	187.26175625	177.1328875	164.90071875	179.012075	180.82688125	211.95725625	174.78278125	197.8124875	210.98958125	155.5926	181.216275	210.803275	157.19071875	171.31930625	210.803275
"ILMN_1233827"	113.06521625	125.3125625	147.8378375	142.39375625	120.09757125	124.961725	112.155236875	138.73895	133.42530625	132.84819375	122.422821875	118.389570625	127.8113	149.66449375	113.523804375	137.13711875
"ILMN_2721503"	489.8874375	436.53631875	533.80309375	465.7315	482.4243375	518.85448125	394.717725	489.14690625	415.93375	447.8066	332.5306875	509.06599375	438.8646875	387.69995	488.29579375	487.16971875
"ILMN_2653972"	196.55869375	200.00329375	198.03195625	167.7258875	202.916875	187.68529375	180.82688125	177.93381875	181.97333125	212.63359375	194.0791625	171.31930625	198.35208125	204.43015625	176.4733875	208.02456875
"ILMN_1247704"	1021.19769375	829.7211125	908.35440625	891.0882375	1006.665825	898.05045625	907.23095625	949.86641875	965.145725	1316.13915625	864.4476375	924.31445	1029.63810625	782.1714875	996.87909375	1057.7247375
"ILMN_2620574"	1829.31775	1806.7194375	1759.7298125	2073.6450625	1521.7818125	1902.7024375	1854.1038125	1940.554875	2126.632875	1571.3953125	2030.9143125	1819.44875	1970.3259375	2121.21575	2191.0966875	1759.7298125
"ILMN_2482555"	243.53925	235.60181875	213.46915625	180.692225	184.21155625	196.96364375	161.87209375	185.17073125	213.62794375	260.5815625	179.012075	229.4774375	205.56551875	174.5963125	190.0034125	230.4782
"ILMN_3113437"	412.7310125	316.02455625	348.32423125	345.13335625	315.0040625	376.2571625	285.3097	340.64260625	407.30484375	348.32423125	333.0787875	307.5087375	363.8904875	409.0193875	382.86965625	367.712875
"ILMN_2596230"	223.386375	223.778975	194.0791625	327.44896875	182.67915	200.00329375	232.90806875	340.15638125	386.6937125	176.181475	434.088325	264.465525	275.63080625	412.0013125	373.4171125	173.331925
"ILMN_2724530"	503.27005	580.5698875	501.43746875	418.16853125	490.7163125	487.16971875	509.88794375	434.9839375	525.39425	446.16639375	413.4063	506.81335	370.8313375	463.1071375	430.500075	531.76878125
"ILMN_2709279"	117.781459375	135.4313875	117.781459375	123.50606875	117.719901875	144.08296875	136.64310625	105.99244875	139.91308125	120.806823125	117.539965	127.1348125	136.47251875	129.706825	110.381884375	115.72924625
"ILMN_2434503"	1032.944725	991.32246875	1157.82368125	1068.53679375	1103.92349375	1277.0997	1006.665825	1088.952825	847.89654375	1181.0408375	849.86175625	1029.63810625	1165.2303875	910.6024	949.86641875	1031.28336875
"ILMN_2591217"	1125.49344375	1049.28848125	1156.78274375	934.21415	1152.54508125	1167.28355625	1104.89761875	1070.832125	1096.60789375	1068.53679375	1080.8023125	1297.6281875	1046.6872125	922.7132625	982.85376875	1135.8040125
"ILMN_2913989"	17159.43125	18104.249375	17665.08375	14282.6475	17382.534375	19807.76875	17665.08375	13782.1475	13782.1475	17665.08375	15088.74625	16930.825625	17382.534375	15307.384375	14282.6475	17665.08375
"ILMN_2471166"	232.32425	180.06810625	200.20255	178.79310625	195.8833125	245.3036625	223.386375	234.8978375	229.15575	225.31820625	226.49891875	213.226625	231.4667875	237.82543125	207.52989375	224.39835625
"ILMN_2681592"	5302.233375	5111.885375	5006.6220625	4525.572625	4963.7245625	5528.5918125	5333.7633125	4284.1685	4594.5345	4619.051375	4937.29575	5601.7380625	5997.2966875	4802.5539375	4509.5985	4827.2788125
"ILMN_2967445"	213.46915625	239.02059375	231.9538	294.2873125	192.53613125	239.02059375	259.3312625	310.9815375	282.52185625	236.0931375	273.13159375	261.7837	239.63683125	299.66465	326.74744375	250.5628875
"ILMN_2440066"	1668.3448125	1766.2399375	1247.02886875	1209.75126875	1940.554875	1617.58825	1515.857125	1437.944275	1419.449425	1607.0955	1282.81564375	1481.083375	1630.0099375	1437.944275	1267.45695	1750.411125
"ILMN_2591066"	4110.40575	3914.8439375	4184.292125	3689.8781875	3570.484	3833.7701875	3689.8781875	3658.64	3624.346125	3950.517375	3416.7745	3848.9255	3735.0006875	3376.598125	3355.044375	3950.517375
"ILMN_2755140"	146.4106125	124.7903375	124.2771375	132.3725625	133.26310625	138.12269375	130.0701	119.3747775	165.53254375	130.420125	129.2204625	104.856746875	136.52365625	121.4106625	144.629221875	122.93980625
"ILMN_2618257"	149.0888875	128.3112125	153.8264	147.58731875	170.74503125	124.2771375	154.49708125	142.78845	159.83153125	151.33383125	145.706775	134.881075	110.9609225	138.678025	137.0724	140.569675
"ILMN_3162511"	201.91080625	221.758175	215.56548125	207.78935625	296.34825625	228.7813125	224.7270125	210.98958125	179.26236875	232.90806875	211.39331875	267.584125	206.1664375	196.77058125	212.23993125	238.416325
"ILMN_2773464"	742.32358125	845.5168375	955.1203	847.89654375	926.36906875	929.457175	852.69630625	769.450125	747.1035	905.75931875	701.65303125	953.6585	834.43074375	659.59561875	728.1685	892.294325
"ILMN_1228485"	1954.6638125	1860.9055625	2080.4104375	1894.9728125	2012.379375	1881.0499375	1841.314625	1986.3850625	2019.7389375	2156.0881875	1860.9055625	1907.811375	1927.210125	1791.68475	2009.3550625	2080.4104375
"ILMN_2700265"	1525.7393125	1646.3021875	1533.6221875	1600.6579375	1810.9780625	1806.7194375	1837.6320625	1425.6426	1668.3448125	1823.57875	1650.7585625	1567.444875	1770.1755625	1776.656625	1442.5149375	1617.58825
"ILMN_2738146"	114.866439375	126.25823125	150.5536	158.81268125	156.14435	151.33383125	140.569675	187.4551375	173.50943125	177.81759375	121.74511	135.65203125	135.7785	140.65983125	158.6427125	151.21073125
"ILMN_2715749"	310.9815375	296.83805625	427.14109375	373.01043125	272.0590875	362.01008125	299.66465	431.36116875	329.614075	352.3492	285.96590625	408.43295	264.465525	329.042275	350.920375	340.64260625
"ILMN_2714796"	767.61976875	543.29290625	606.53379375	691.605725	568.56460625	666.1641375	703.91448125	724.3228	909.752725	658.08196875	847.89654375	794.0985	910.6024	683.9234875	764.1936375	709.5317
"ILMN_1232596"	418.16853125	476.6070375	429.7070875	409.6721	415.21165	471.72981875	520.80995625	545.23164375	484.38000625	509.06599375	403.2991625	457.28399375	445.02795625	475.05268125	457.28399375	558.59181875
"ILMN_2853800"	233.50710625	203.48208125	247.100975	216.89880625	270.78278125	202.0656125	216.5583375	233.11426875	205.92355625	217.5666375	232.55204375	220.9766625	202.41794375	231.08860625	200.77796875	249.53143125
"ILMN_2654314"	132.1847	105.583966875	120.29525625	131.74820625	136.64310625	111.78591625	134.38233125	100.54980125	145.32650625	132.3725625	116.46725	129.9668625	98.458795	117.593849375	117.644385	129.869125
"ILMN_3161250"	141.8085875	183.6539875	160.80866875	144.42060625	148.0238375	180.47830625	168.814675	157.5716375	140.3779	148.0238375	145.4476125	140.45598125	129.38451875	166.38884375	141.16549375	160.59493125
"ILMN_2695867"	145.60788125	134.76488125	182.67915	164.1664375	161.6557375	180.06810625	135.088225	144.67599375	139.83394375	167.08535	137.13711875	151.72783125	188.76459375	125.50650625	153.977525	142.3031375
"ILMN_2677772"	460.49676875	582.45794375	394.717725	468.37495	410.174975	434.41009375	543.29290625	452.8466625	444.1658375	431.9712375	509.06599375	430.500075	501.43746875	557.81445	431.9712375	721.18961875
"ILMN_2766105"	160.97706875	134.4722625	175.86330625	147.2383625	159.95944375	170.5135875	138.5331125	167.7258875	149.0888875	190.59796875	162.34585625	142.47735	145.2058125	118.817273125	143.36296875	165.76096875
"ILMN_1224598"	532.9889125	592.8165125	519.98808125	563.24843125	564.6511875	596.62425	487.57464375	563.24843125	623.40634375	598.945925	532.9889125	641.51358125	601.3374125	601.3374125	578.3163125	565.52321875
"ILMN_1246127"	120.519199375	141.8085875	123.57643125	136.25385625	122.041805	119.80512	138.678025	135.30385625	119.9036625	154.2278375	120.15432125	128.7490125	121.27456875	130.58923125	126.799675	166.4896875
"ILMN_2626453"	318.9340875	262.2618625	240.3386375	210.98958125	214.7207125	316.02455625	312.41129375	236.59223125	177.1328875	202.916875	267.99361875	259.3312625	232.90806875	346.295025	213.62794375	183.6539875
"ILMN_2805261"	2703.0564375	2745.1315	2905.4775625	2881.872	2487.00375	2694.47525	2312.2121875	2881.872	2487.00375	3124.1765625	2440.3715	2492.353375	2429.302375	2578.4308125	2753.712625	2478.29375
"ILMN_2436890"	494.2821125	456.3217125	477.97405	405.60605	530.36348125	457.70229375	496.77698125	351.47860625	389.96106875	438.04120625	477.1828875	472.2418125	465.7315	431.36116875	409.6721	427.86334375
"ILMN_2721966"	198.547275	213.226625	208.02456875	220.58029375	221.53599375	224.97621875	271.19184375	198.547275	204.763175	235.60181875	172.195825	236.0931375	209.41605	208.23328125	234.207375	221.2629
"ILMN_3074279"	180.06810625	177.35290625	155.31824375	178.5518875	201.12610625	174.5963125	184.6517875	190.0034125	166.4896875	169.4873875	181.97333125	213.62794375	192.53613125	147.4711625	194.0791625	181.08073125
"ILMN_1257880"	1157.82368125	1157.82368125	934.21415	1152.54508125	1014.9745375	1088.952825	1178.5776375	1097.9198625	951.77278125	1088.952825	1039.3038	1127.3104875	1118.26206875	1088.952825	1152.54508125	1014.9745375
"ILMN_2885277"	429.134025	475.6449375	462.35756875	538.03430625	476.6070375	419.80293125	477.97405	456.3217125	531.230875	554.92565	464.7009125	528.24685	468.37495	424.99023125	590.74799375	538.03430625
"ILMN_2860725"	145.4476125	175.74069375	195.375025	201.12610625	171.84215625	175.2189875	166.19759375	166.07261875	172.71125	170.3074625	195.375025	141.23803125	188.21785	168.814675	207.258375	152.34818125
"ILMN_2941324"	459.759975	456.75800625	526.2657625	447.17221875	456.75800625	519.98808125	451.83651875	596.62425	607.89249375	515.727475	493.2716375	498.4272125	468.8555625	476.6070375	513.946825	517.3972
"ILMN_2972929"	132.1243	151.21073125	130.0701	159.6812625	190.4407625	145.0763375	153.1462125	153.977525	127.9203375	150.13300625	143.91414375	156.38393125	152.4992625	115.72924625	138.44350625	141.56990625
"ILMN_2949844"	595.24604375	614.2123125	499.14721875	636.841625	505.1931375	675.780175	663.88220625	602.34839375	501.43746875	570.9883625	728.1685	553.96165	558.59181875	650.56551875	597.533325	591.866625
"ILMN_2763679"	604.99025625	575.807725	564.6511875	634.87020625	491.70749375	648.5662125	531.76878125	608.9572375	619.35105625	617.5817875	651.92150625	627.1735625	628.32884375	655.18700625	665.067375	579.6455125
"ILMN_1220640"	441.97120625	538.03430625	428.55265	520.80995625	400.92385	420.975475	570.9883625	466.60140625	490.7163125	454.0346625	499.14721875	460.49676875	424.99023125	516.452625	509.06599375	443.22130625
"ILMN_2686721"	2411.17325	2385.0359375	2588.7381875	2468.58425	2397.5846875	2385.0359375	2419.044875	2478.29375	2588.7381875	2468.58425	2544.9805	2320.1279375	2588.7381875	2499.3095	2378.0631875	2520.55575
"ILMN_2973337"	138.5331125	142.63666875	145.706775	166.71191875	127.2763875	165.62465625	155.0447625	129.59349375	116.692050625	114.131794375	132.1243	136.01626875	136.01626875	123.30153125	115.399041875	124.71610625
"ILMN_3158633"	128.828875	130.905325	121.82444375	113.91646125	129.78790625	106.699036875	117.781459375	127.1348125	98.061549375	144.08296875	140.65983125	116.744765	129.869125	134.2635375	130.25716875	124.1770625
"ILMN_2970834"	951.77278125	843.96545625	896.0754375	1001.2479375	827.97091875	880.193475	886.80669375	1065.42258125	976.38014375	854.5002125	902.49790625	946.24818125	909.752725	894.9807375	924.31445	1004.91665625
"ILMN_2810331"	384.6267125	362.6717625	373.4171125	371.3612875	350.920375	334.27824375	373.94896875	358.67744375	395.584925	389.34301875	346.295025	339.56315	379.37874375	404.830175	404.830175	308.05621875
"ILMN_1231471"	144.1747375	154.58224375	154.3483125	145.706775	168.10781875	183.6539875	149.3810625	147.8378375	168.55941875	165.90945	163.8537	159.6812625	132.44541875	137.75416875	127.2763875	133.26310625
"ILMN_2817717"	114.45317	126.70144375	111.978605	107.816635	118.389570625	104.9492225	138.8572	119.80512	123.50606875	122.836299375	95.683295625	110.791046875	114.025235	104.374494375	116.157354375	98.9886125
"ILMN_2828677"	667.36076875	716.2867875	810.8107375	726.872275	797.6566375	755.15470625	592.8165125	747.1035	620.891925	778.06235	578.3163125	601.3374125	767.61976875	730.87966875	745.105725	745.105725
"ILMN_1250538"	2063.8109375	2019.7389375	2178.115875	2725.1335	1484.3771875	2068.3038125	1770.1755625	2539.3050625	2788.4771875	1923.6328125	2662.9450625	2257.0226875	1823.57875	2343.763875	2860.027625	2108.0608125
"ILMN_2717387"	135.91746875	120.858409375	119.049080625	123.8907375	120.806823125	125.3832875	114.025235	120.220749375	124.7903375	126.8723375	133.42530625	108.452309375	142.3031375	133.1180375	129.706825	101.28486
"ILMN_2971073"	167.08535	153.58099375	174.9730875	173.50943125	163.69524375	157.19071875	139.83394375	162.68918125	176.04131875	148.28664375	149.66449375	168.95135625	163.199575	162.68918125	180.06810625	180.06810625
"ILMN_3008888"	115.60474625	124.5499125	125.9476125	106.437320625	139.0266875	118.6499775	122.48455375	127.19445625	126.6206125	119.597619375	135.55080625	144.67599375	113.245743125	122.836299375	116.82556625	136.25385625
"ILMN_2677728"	185.29563125	179.47543125	212.23993125	205.11699375	208.6596125	203.9657	194.0791625	195.375025	167.405175	234.207375	185.46065	196.96364375	187.4551375	166.4896875	163.199575	203.17023125
"ILMN_2893999"	1097.9198625	1192.84748125	1148.41759375	1368.5311375	1057.7247375	1044.93379375	1232.70406875	1309.72263125	1270.34245625	1099.48361875	1209.75126875	1131.78986875	1113.019425	1232.70406875	1318.88675	1141.8779125
"ILMN_2935789"	939.3375875	1085.07718125	1029.63810625	1125.49344375	1042.93950625	1021.19769375	1207.25243125	946.24818125	896.0754375	891.0882375	857.9393875	1070.832125	1101.89566875	1083.1928875	894.9807375	1037.39583125
"ILMN_2684494"	1009.67005	1013.23218125	969.0447875	2419.044875	1116.1233875	1291.3852	1078.59551875	2530.746875	2226.01625	1049.28848125	2571.0975625	1697.6658125	1160.56925	2643.4425625	2839.4650625	908.35440625
"ILMN_1226712"	258.1617	264.8439	241.36241875	185.80355625	283.251625	265.982575	263.28693125	189.67269375	193.889125	268.980575	196.77058125	235.60181875	277.37116875	168.95135625	201.384175	259.3312625
"ILMN_2669912"	5528.5918125	5089.416875	4879.410375	6380.8806875	4090.4508125	5255.2175625	5553.339875	5759.0909375	6104.55375	5528.5918125	5904.2951875	5976.3928125	5388.43575	5302.233375	6137.915875	5139.8805
"ILMN_2660837"	262.82195625	301.791225	322.49250625	267.99361875	308.48215625	335.98446875	335.98446875	277.80234375	325.53563125	358.38483125	301.791225	365.9272125	317.1629625	275.63080625	251.6539875	272.51606875
"ILMN_2906855"	3376.598125	3065.2653125	3899.053	3235.924	3533.4230625	3474.347375	2806.4708125	3606.001375	2725.1335	3796.6871875	2905.4775625	3624.346125	2975.2386875	3000.8996875	3092.9448125	3111.48175
"ILMN_2610899"	1277.0997	1304.7353875	1241.2302375	1108.95990625	1125.49344375	1252.08729375	1267.45695	1236.8357125	1247.02886875	1327.70689375	1285.15585625	1223.51951875	1223.51951875	1343.4954625	1184.717325	1150.8335125
"ILMN_1243722"	398.5803	355.08400625	342.69443125	316.78564375	335.98446875	382.86965625	343.8497625	282.52185625	295.62204375	347.828125	336.5227125	326.36254375	348.32423125	343.45846875	272.0590875	307.5087375
"ILMN_1256676"	399.88875625	402.188375	340.15638125	313.1452875	377.50275	347.07859375	359.73755	315.5518	309.26810625	384.6267125	340.64260625	365.11431875	335.98446875	281.8387375	290.3903875	404.3538625
"ILMN_1228213"	225.50045	210.98958125	306.9101625	318.109875	283.686875	289.77759375	264.8439	262.2618625	313.59493125	297.30966875	293.56075	230.1704375	271.19184375	231.4667875	240.73595625	294.61765625
"ILMN_2944150"	1086.430225	1198.15410625	1120.19954375	1154.81241875	1037.39583125	1037.39583125	1321.6078375	1175.508475	1173.52524375	1223.51951875	1489.91625	1141.8779125	1094.3314625	1287.75158125	1195.70209375	1076.29941875
"ILMN_1248510"	163.0377875	145.9830375	164.1664375	135.55080625	123.30153125	132.84819375	162.08056875	163.0377875	163.5052	167.405175	151.33383125	153.426675	140.03540625	140.28706875	172.51669375	200.20255
"ILMN_2636435"	7557.074625	7793.0061875	7089.6139375	8859.771375	8248.0408125	7948.312	8168.944	8377.705125	9476.6655625	6171.221125	9634.4703125	7270.735125	7687.282375	9476.6655625	9769.245375	7629.2851875
"ILMN_3133817"	176.589025	194.286975	223.386375	223.386375	205.11699375	223.386375	188.48300625	220.58029375	208.957225	198.73231875	182.920375	181.08073125	232.55204375	190.59796875	184.6517875	183.50855
"ILMN_2758878"	3274.129375	3092.9448125	3257.916625	2662.9450625	3914.8439375	3011.326	3376.598125	2520.55575	2694.47525	3184.133125	2596.2788125	2905.4775625	3022.433	2632.1885625	2492.353375	2544.9805
"ILMN_2609087"	1784.588125	1730.81225	1689.5823125	1703.68025	1766.2399375	1728.480625	1709.08325	1646.3021875	1837.6320625	1759.7298125	1912.0780625	1551.9520625	1788.93925	2012.379375	1800.0765625	1592.4756875
"ILMN_2815383"	476.6070375	551.69400625	500.61184375	495.15988125	541.29603125	460.49676875	468.8555625	449.14925	550.7885875	559.972125	508.03130625	531.230875	462.35756875	559.972125	493.2716375	467.57603125
"ILMN_1219577"	6236.4964375	6236.4964375	7687.282375	7446.1363125	5997.2966875	5961.891125	5940.348375	6686.988875	6727.555125	6070.3778125	6264.5653125	6727.555125	5660.540875	5976.3928125	6528.972625	5904.2951875
"ILMN_3062267"	378.659225	523.21825	363.8904875	365.9272125	344.52788125	409.0193875	611.1523875	320.77649375	424.99023125	426.23143125	536.32833125	407.30484375	411.09823125	487.57464375	348.8058625	468.8555625
"ILMN_1249755"	737.69863125	617.5817875	749.0249625	972.0028375	662.5059375	654.0427875	648.5662125	866.3765125	1025.69451875	705.44735	840.94576875	716.2867875	638.77823125	840.94576875	940.9521375	747.1035
"ILMN_3147230"	163.69524375	135.30385625	139.16985625	120.806823125	153.32080625	145.9830375	168.69920625	131.22424375	136.64310625	158.6427125	156.14435	140.569675	153.6985625	137.48253125	143.03445625	177.55439375
"ILMN_1214899"	177.93381875	192.93326875	163.69524375	154.9326125	182.1137	173.331925	173.50943125	158.95440625	184.6517875	164.1664375	180.47830625	206.3783375	192.93326875	169.29009375	175.2189875	165.0873625
"ILMN_1219026"	128.50925625	108.336505625	137.380375	116.216315625	142.78845	122.836299375	141.23803125	145.32650625	108.730579375	121.981016875	125.11959375	126.8723375	105.583966875	98.74873625	135.2162625	118.389570625
"ILMN_2993836"	166.38884375	218.5077625	157.0202875	181.477025	141.3418625	174.42900625	184.40591875	167.08535	171.84215625	150.670525	168.21001875	179.26236875	194.57036875	172.51669375	182.67915	172.9019375
"ILMN_1226069"	619.35105625	898.05045625	663.88220625	761.1760375	675.780175	682.255475	911.889625	776.9565625	833.0252375	870.14820625	915.10848125	672.267575	762.968925	795.7868125	847.89654375	849.86175625
"ILMN_3092046"	384.03631875	309.659125	371.3612875	350.3469625	362.01008125	388.80188125	289.77759375	333.66496875	350.920375	345.73890625	352.84305	423.5178625	355.4992	378.659225	388.80188125	369.70091875
"ILMN_2625114"	659.59561875	693.2504375	815.9488375	700.27863125	791.9050375	728.1685	665.067375	762.968925	729.5483625	675.780175	750.333125	722.89168125	640.32735	767.61976875	827.97091875	649.69645
"ILMN_2617478"	908.35440625	883.65711875	1046.6872125	910.6024	946.24818125	810.8107375	870.14820625	929.457175	885.17323125	1094.3314625	871.8977375	894.9807375	778.06235	892.294325	908.35440625	928.24871875
"ILMN_3122081"	469.59958125	473.91536875	450.9457375	337.66519375	508.03130625	511.78436875	469.59958125	460.49676875	377.50275	484.38000625	464.112125	418.16853125	502.6989625	479.56318125	355.08400625	480.671125
"ILMN_1249684"	430.500075	390.7376625	388.80188125	376.9212125	447.17221875	448.5433	399.88875625	336.5227125	374.72365625	412.0013125	318.9340875	495.99933125	423.5178625	348.8058625	366.49619375	405.60605
"ILMN_2728320"	4984.012625	4560.526625	5052.4953125	4546.2218125	5388.43575	4749.31925	4984.012625	4481.4420625	3761.6344375	4697.39575	4246.4726875	4196.1819375	4827.2788125	3606.001375	4196.1819375	4660.97675
"ILMN_3148489"	5832.601	5629.1055625	4546.2218125	4428.5923125	4619.051375	5780.5316875	6342.0953125	4018.864125	4464.102125	4464.102125	6749.13925	5528.5918125	5904.2951875	6686.988875	4580.025875	4348.521875
"ILMN_3034034"	1457.8200625	1476.3991875	1672.5166875	1564.0580625	1515.857125	1564.0580625	1372.5138375	1743.7135625	1709.08325	1489.91625	1581.629375	1581.629375	1375.80570625	1506.108	1786.2441875	1689.5823125
"ILMN_2873510"	2429.302375	2652.4690625	2411.17325	2247.904	2221.8096875	2468.58425	2449.2735	2221.8096875	2378.0631875	2553.5140625	2561.6939375	2378.0631875	2267.8221875	2468.58425	2366.4953125	2457.5384375
"ILMN_2664129"	4580.025875	4682.4035	4149.670375	4560.526625	5006.6220625	4071.258	4149.670375	4749.31925	4815.6868125	4230.6330625	4851.5295	4110.40575	4196.1819375	5006.6220625	4594.5345	3816.9488125
"ILMN_2751865"	198.96059375	209.5528	175.74069375	190.59796875	212.23993125	210.803275	229.83450625	214.4639625	191.9310375	202.41794375	219.02769375	198.03195625	176.181475	171.49541875	197.17526875	187.68529375
"ILMN_2995129"	1650.7585625	1784.588125	1461.95625	1786.2441875	1945.8525625	1786.2441875	1740.479875	1672.5166875	1791.68475	1806.7194375	1942.72875	1679.56925	1894.9728125	1950.829875	1837.6320625	1544.861375
"ILMN_2682321"	209.41605	200.20255	204.763175	187.4551375	203.17023125	213.46915625	211.68346875	171.31930625	170.74503125	220.9766625	201.12610625	199.29061875	233.88163125	200.91649375	194.286975	189.67269375
"ILMN_2782503"	3223.1130625	2797.013625	3376.598125	3011.326	3430.6870625	3355.044375	3203.8131875	2915.828875	3446.35375	3474.347375	2925.173125	3203.8131875	3446.35375	3274.129375	3446.35375	3689.8781875
"ILMN_2921526"	279.14310625	260.0894625	216.89880625	208.957225	308.05621875	226.49891875	236.9908375	226.49891875	209.23476875	270.78278125	280.74775	230.4782	244.08588125	233.50710625	227.927	292.95870625
"ILMN_1222123"	631.54905625	634.87020625	696.08465	696.08465	621.8352375	615.2714	558.59181875	616.69981875	689.2030875	644.5867375	684.82855	724.3228	701.65303125	649.69645	724.3228	601.3374125
"ILMN_3004931"	445.57879375	525.39425	449.14925	392.823775	419.80293125	479.56318125	506.81335	473.1048125	456.75800625	403.2991625	451.83651875	539.162925	519.98808125	525.39425	460.81968125	417.05239375
"ILMN_2757716"	157.98915	148.5499875	157.98915	176.4733875	159.33245625	167.21568125	162.68918125	165.352325	158.6427125	146.66653125	130.0701	176.181475	153.977525	183.3081	170.74503125	154.49708125
"ILMN_2967294"	550.7885875	572.6268875	563.91896875	602.34839375	713.32231875	553.96165	584.70318125	528.24685	549.77914375	616.69981875	582.45794375	516.452625	533.80309375	542.55135625	629.4848125	571.96556875
